key,raw_name,translation
mirko,mirko,
sora kasugano maid,sora kasugano maid,
sumire hikami,sumire hikami,
2b bodysuit,2b bodysuit,
ane naru mono,ane naru mono,
daenerys,daenerys,
eriri lingerie,eriri lingerie,
frankie foster,frankie foster,
leopa doll,leopa doll,
musashi casual,musashi casual,
lemon yakishio bikini,lemon yakishio bikini,
rindou mikoto swimsuit,rindou mikoto swimsuit,
ayane,ayane,
gwenom,gwenom,
ichinose asuna police,ichinose asuna police,
quest xi,quest xi,
rem sheep,rem sheep,
shielder bride,shielder bride,
shirogane noel,shirogane noel,
soifon,soifon,
widowmaker,widowmaker,
eula lawrence lingerie,eula lawrence lingerie,
link dress,link dress,
shoukaku,shoukaku,
vanessa,vanessa,
misc,misc,
shiranui mai white,shiranui mai white,
tifa lockhart lingerie,tifa lockhart lingerie,
cheongsam,cheongsam,
rei,rei,
scathach selfies,scathach selfies,
helter skelter,helter skelter,
pa-15 qipao,pa-15 qipao,
sapphire,sapphire,
artoria pendragon rider alter,artoria pendragon rider alter,
dantoudai no aura,dantoudai no aura,
doa beach volleyball,doa beach volleyball,
yae miko dress,yae miko dress,
asuka langley soryu maid,asuka langley soryu maid,
carmilla summer,carmilla summer,
columbina,columbina,
kiara sesshoin police,kiara sesshoin police,
made in paradise,made in paradise,
day & night,day & night,
hermione,hermione,
nyotengu bikini,nyotengu bikini,
pekomama bunny,pekomama bunny,
siggy,siggy,
bailu,bailu,
mordred pendragon,mordred pendragon,
stockings,stockings,
2b swimsuit,2b swimsuit,
angelise ikaruga misurugi,angelise ikaruga misurugi,
gura,gura,
riamu yumemi nurse,riamu yumemi nurse,
ririsa amano,ririsa amano,
vaporeon,vaporeon,
yae miko lingerie,yae miko lingerie,
keqing lingerie,keqing lingerie,
komi,komi,
shielder lingerie,shielder lingerie,
magia baser,magia baser,
shermie,shermie,
tifa bikini,tifa bikini,
wukong,wukong,
yor forger selfies,yor forger selfies,
cosholic,cosholic,
haruhi suzumiya,haruhi suzumiya,
suite summer fantasy,suite summer fantasy,
taihou dress,taihou dress,
bocchi,bocchi,
school swimsuit,school swimsuit,
seasoned boiled egg!,seasoned boiled egg!,
suite breathing,suite breathing,
foam game,foam game,
kagarino kirie,kagarino kirie,
neon nikaidou,neon nikaidou,
draculaura,draculaura,
naganami,naganami,
rice shower,rice shower,
castorice,castorice,
frankie,frankie,
lion,lion,
minamoto no raikou zombie,minamoto no raikou zombie,
perseus nurse,perseus nurse,
pharaoh,pharaoh,
pine,pine,
sakyu love,sakyu love,
shimohira reika bunny,shimohira reika bunny,
towa,towa,
c90 omake,c90 omake,
chiaki nanami,chiaki nanami,
devil,devil,
huohuo,huohuo,
noelle,noelle,
rupee bunny,rupee bunny,
surtr bikini,surtr bikini,
catherine,catherine,
neko nurse,neko nurse,
nurse joy,nurse joy,
princess zelda christmas,princess zelda christmas,
privaty maid,privaty maid,
tewi,tewi,
beetlejuice,beetlejuice,
ladybug,ladybug,
pieck finger,pieck finger,
susan storm,susan storm,
dosukebe police,dosukebe police,
honolulu,honolulu,
naruto,naruto,
nephthys,nephthys,
new jersey bunny,new jersey bunny,
ramona flowers,ramona flowers,
tohru casual,tohru casual,
bursting penguin swimsuit,bursting penguin swimsuit,
femboy boo,femboy boo,
gal president,gal president,
hokusai bikini,hokusai bikini,
koneko toujou,koneko toujou,
maria,maria,
mika misono,mika misono,
momiji inubashiri shibari,momiji inubashiri shibari,
pirate,pirate,
sue storm,sue storm,
demon girl,demon girl,
itou life maid,itou life maid,
mgs,mgs,
pantyhose,pantyhose,
princess elsa,princess elsa,
ako amau dress,ako amau dress,
earth-chan,earth-chan,
high low angle,high low angle,
hitagi,hitagi,
jjj,jjj,
kashiwazaki sena,kashiwazaki sena,
nessa,nessa,
welcome home master,welcome home master,
changli,changli,
easy mode,easy mode,
foxy,foxy,
ghislaine dedoldia,ghislaine dedoldia,
kagura nana,kagura nana,
miki hoshii,miki hoshii,
sweetkiss,sweetkiss,
yoko littner,yoko littner,
astolfo casual,astolfo casual,
cartethyia,cartethyia,
eunectes,eunectes,
juno,juno,
kurisu makise,kurisu makise,
misaki,misaki,
super pochaco,super pochaco,
warspite,warspite,
chisato,chisato,
keqing maid,keqing maid,
mercy christmas,mercy christmas,
c32 omake,c32 omake,
dva lingerie,dva lingerie,
jahy sama,jahy sama,
jason,jason,
kanna kamui,kanna kamui,
kemono gal,kemono gal,
liberated,liberated,
shielder swimsuit,shielder swimsuit,
sukuna,sukuna,
summer is here,summer is here,
surtr,surtr,
takanashi hoshino,takanashi hoshino,
youkihi,youkihi,
yuki mori,yuki mori,
ada wong dress,ada wong dress,
android 18 bunny latex,android 18 bunny latex,
nonbb,nonbb,
rangiku matsumoto,rangiku matsumoto,
takina inoue,takina inoue,
tamaki kousaka,tamaki kousaka,
yuugi hoshiguma,yuugi hoshiguma,
bloodrayne,bloodrayne,
eternal darkness,eternal darkness,
ichinose asuna maid,ichinose asuna maid,
kanao,kanao,
kemono jk,kemono jk,
kurumi tsuchimikado,kurumi tsuchimikado,
lucy heartfilia,lucy heartfilia,
popping shower,popping shower,
ryuko,ryuko,
sonico bride,sonico bride,
sweet evolution,sweet evolution,
touhou rqs,touhou rqs,
aqua crown,aqua crown,
bb casual,bb casual,
erinnnngo!!,erinnnngo!!,
fletcher,fletcher,
galleon,galleon,
help me,help me,
hot gimmick,hot gimmick,
ika musume,ika musume,
muramasa works,muramasa works,
nurse silver,nurse silver,
oh my pharaoh!,oh my pharaoh!,
plastic love,plastic love,
rabi rabi,rabi rabi,
sekhmet,sekhmet,
so cute,so cute,
soleil,soleil,
spiral arrow,spiral arrow,
waver velvet,waver velvet,
yang xiao long,yang xiao long,
yat sen,yat sen,
black white gal chunli,black white gal chunli,
forest,forest,
hunter+u,hunter+u,
jeanne alter maid,jeanne alter maid,
mcdonalds,mcdonalds,
power lingerie,power lingerie,
aqua splash,aqua splash,
leather lingerie,leather lingerie,
m trainers!!,m trainers!!,
maple,maple,
ninja bondage,ninja bondage,
police latex,police latex,
rias gremory bride,rias gremory bride,
black cat club,black cat club,
emma,emma,
gal-co!,gal-co!,
galf!,galf!,
kemo×elf,kemo×elf,
lincia,lincia,
sabrina spellman,sabrina spellman,
astolfo jk,astolfo jk,
nonbb your maid,nonbb your maid,
yazawa nico,yazawa nico,
abigail williams,abigail williams,
arshes nei,arshes nei,
diesel,diesel,
into the legend,into the legend,
last confession,last confession,
shiranui mai,shiranui mai,
birds of prey,birds of prey,
brilliant strategist,brilliant strategist,
cyber gloss,cyber gloss,
cyno,cyno,
kasugano sora jk,kasugano sora jk,
lenore,lenore,
rei ayanami bikini,rei ayanami bikini,
suzuka gozen,suzuka gozen,
yae sakura,yae sakura,
akatsuki,akatsuki,
elite class,elite class,
lily gemini,lily gemini,
mad moxxi,mad moxxi,
queen marika,queen marika,
rei ayanami plugsuit,rei ayanami plugsuit,
rider casual,rider casual,
i26,i26,
miku hatsune kimono,miku hatsune kimono,
shinji,shinji,
siam gokoro,siam gokoro,
ch40 omake,ch40 omake,
emoneo,emoneo,
gawr gura selfies,gawr gura selfies,
i13,i13,
i14,i14,
katalina,katalina,
luna latex,luna latex,
mugen houei,mugen houei,
rapunzel,rapunzel,
reika shimohira bunny,reika shimohira bunny,
saber casual,saber casual,
ariel,ariel,
baseball,baseball,
hatsune miku halloween,hatsune miku halloween,
hinata akatsuki,hinata akatsuki,
hinata hyuga bikini,hinata hyuga bikini,
latex maid,latex maid,
mei mei,mei mei,
promise love,promise love,
rio tsukatsuki ol,rio tsukatsuki ol,
summer beach,summer beach,
takanashi kiara,takanashi kiara,
tifa dress,tifa dress,
agir,agir,
arabian nights,arabian nights,
exia,exia,
takao qipao,takao qipao,
akagi dress,akagi dress,
bulma briefs,bulma briefs,
haruko haruhara,haruko haruhara,
hotep!,hotep!,
jk pe,jk pe,
kiryuuin satsuki,kiryuuin satsuki,
lollipop chainsaw,lollipop chainsaw,
officer,officer,
triss,triss,
wonder woman,wonder woman,
dream magic bubbles,dream magic bubbles,
gojo,gojo,
maki zenin,maki zenin,
miku hatsune sakura,miku hatsune sakura,
milk tea girl,milk tea girl,
osakabehime bikini,osakabehime bikini,
2b cheongsam,2b cheongsam,
2b selfies,2b selfies,
je t’adore,je t’adore,
tamamo rq,tamamo rq,
magica riru,magica riru,
magik,magik,
matilda,matilda,
mei bikini,mei bikini,
miku hatsune christmas,miku hatsune christmas,
mushashi,mushashi,
rias gremory lingerie,rias gremory lingerie,
tiger bikini,tiger bikini,
ahri dress,ahri dress,
barbara swimsuit,barbara swimsuit,
cheshire bikini,cheshire bikini,
doctor,doctor,
haru okumura,haru okumura,
jenny burtory,jenny burtory,
mitsuri kanroji lingerie,mitsuri kanroji lingerie,
panam palmer,panam palmer,
qiqi,qiqi,
swimsuit black strike,swimsuit black strike,
tifa lockhart christmas,tifa lockhart christmas,
type,type,
asuka langley soryuu bunny,asuka langley soryuu bunny,
gawr gura casual,gawr gura casual,
iori shiromi pasties,iori shiromi pasties,
kikuri hiroi,kikuri hiroi,
raiden,raiden,
rushia,rushia,
sailor,sailor,
wolf,wolf,
your sweet angel,your sweet angel,
ankh cross,ankh cross,
miquella of the haligtree,miquella of the haligtree,
nidalee,nidalee,
power christmas,power christmas,
saber swimsuit,saber swimsuit,
sweet pain,sweet pain,
aerith lingerie,aerith lingerie,
cannon spike,cannon spike,
cowkini,cowkini,
kyoko kirigiri,kyoko kirigiri,
maiden ice rose,maiden ice rose,
booette,booette,
great strength,great strength,
ol shibari,ol shibari,
patchouli knowledge lingerie,patchouli knowledge lingerie,
porno,porno,
purple heart,purple heart,
zero suit samus slingkini,zero suit samus slingkini,
asuka langley soryu casual,asuka langley soryu casual,
cheerleader,cheerleader,
elf dress,elf dress,
kokoro,kokoro,
lightning,lightning,
princess zelda lingerie,princess zelda lingerie,
trinity,trinity,
bb swimsuit,bb swimsuit,
miku maekawa christmas,miku maekawa christmas,
mori calliope,mori calliope,
queen bee,queen bee,
rosanna,rosanna,
saber knight,saber knight,
wolf pasties,wolf pasties,
kudryavka noumi,kudryavka noumi,
paimon,paimon,
patchouli knowledge qipao,patchouli knowledge qipao,
silent hill nurse,silent hill nurse,
sinon,sinon,
terra,terra,
venom,venom,
2b neko,2b neko,
atago bunny,atago bunny,
ciri christmas,ciri christmas,
houshou marine slingkini,houshou marine slingkini,
jeanne summer,jeanne summer,
keira metz,keira metz,
lanturia bunny,lanturia bunny,
modeus,modeus,
rei miyamoto,rei miyamoto,
timber wolf,timber wolf,
hoshimi miyabi,hoshimi miyabi,
lady dimitrescu,lady dimitrescu,
lanturia,lanturia,
nun latex,nun latex,
shenhe summer,shenhe summer,
hunter+2ndg,hunter+2ndg,
juliet,juliet,
maid shibari,maid shibari,
miku hatsune lingerie,miku hatsune lingerie,
reimu hakurei jk,reimu hakurei jk,
starlight,starlight,
the lone samurai,the lone samurai,
daniela dimitrescu,daniela dimitrescu,
evelyn chevalier,evelyn chevalier,
heavenly god bastet,heavenly god bastet,
hinata hyuuga,hinata hyuuga,
kiryu coco,kiryu coco,
milim nava,milim nava,
narmaya pasties,narmaya pasties,
nonters,nonters,
officer jenny,officer jenny,
roxy,roxy,
asuna bikini,asuna bikini,
aura,aura,
enterprise rq,enterprise rq,
froppy,froppy,
mikoto misaka,mikoto misaka,
yae miko bikini,yae miko bikini,
anastasia,anastasia,
harley quinn lingerie,harley quinn lingerie,
isuzu sento,isuzu sento,
kurumi tokisaki lingerie,kurumi tokisaki lingerie,
miku hatsune winter,miku hatsune winter,
trish una,trish una,
wednesday,wednesday,
babydoll,babydoll,
gyanko,gyanko,
jeanne darc bikini,jeanne darc bikini,
raven lingerie,raven lingerie,
reverse bunny,reverse bunny,
tifa swimsuit,tifa swimsuit,
bayonetta,bayonetta,
cat noir,cat noir,
cheshire lingerie,cheshire lingerie,
eli ayase,eli ayase,
formidable bride,formidable bride,
gold rush,gold rush,
korone,korone,
lusamine & cynthia,lusamine & cynthia,
pramanix,pramanix,
reimu hakurei lingerie,reimu hakurei lingerie,
shiraki meiko,shiraki meiko,
chen hui-chieh,chen hui-chieh,
hayase yuuka pe,hayase yuuka pe,
itazura suki no majou-san,itazura suki no majou-san,
mashu,mashu,
naotora ii,naotora ii,
non natural vol,non natural vol,
raiden shogun ol,raiden shogun ol,
shadowheart lingerie,shadowheart lingerie,
kuriyama mirai,kuriyama mirai,
lulu yurigasaki,lulu yurigasaki,
mercy lingerie,mercy lingerie,
rem neko,rem neko,
shielder bunny,shielder bunny,
dancer yuri,dancer yuri,
jingliu,jingliu,
kuro gyaru maid pink,kuro gyaru maid pink,
lafiel abriel,lafiel abriel,
mai sakurajima,mai sakurajima,
xenovia goth,xenovia goth,
boba fett,boba fett,
chapayev,chapayev,
lingerie yuri,lingerie yuri,
niijima sae shadow,niijima sae shadow,
raven bikini,raven bikini,
rita,rita,
sonico cow,sonico cow,
2b chinese dress,2b chinese dress,
ciri kimono,ciri kimono,
grusha,grusha,
patchouli knowledge garden,patchouli knowledge garden,
prinz eugen bikini,prinz eugen bikini,
pyramid head,pyramid head,
rinko iori,rinko iori,
astra yao,astra yao,
boo,boo,
casual random,casual random,
horus,horus,
karlach cliffgate,karlach cliffgate,
kirisame marisa,kirisame marisa,
latex cheongsam,latex cheongsam,
nitocris,nitocris,
salome,salome,
schwarz,schwarz,
steampunk,steampunk,
ichigo,ichigo,
ikazuchi,ikazuchi,
jk kemono,jk kemono,
kaisa,kaisa,
marin kitagawa halloween,marin kitagawa halloween,
perona,perona,
rindou mikoto,rindou mikoto,
ruby,ruby,
ryuko matoi bunny,ryuko matoi bunny,
saber alter bunny,saber alter bunny,
shuten douji zombie,shuten douji zombie,
sonoda umi,sonoda umi,
yelan dress,yelan dress,
yor forger christmas,yor forger christmas,
abigail williams swimsuit,abigail williams swimsuit,
chesire,chesire,
fino bloodstone,fino bloodstone,
jinx bride,jinx bride,
lumine bunny,lumine bunny,
mizore shirayuki,mizore shirayuki,
stephanie dola,stephanie dola,
asuka langley soryuu maid,asuka langley soryuu maid,
gal addict,gal addict,
hammann,hammann,
hinata hyuga pool,hinata hyuga pool,
miku bunny,miku bunny,
okita souji bikini,okita souji bikini,
asuka langley soryu dress,asuka langley soryu dress,
elastigirl,elastigirl,
jean gunnhildr,jean gunnhildr,
malenia,malenia,
miyu kasumizawa,miyu kasumizawa,
rias gremory slingkini,rias gremory slingkini,
2b witch,2b witch,
cheshire qipao,cheshire qipao,
hikari,hikari,
ichika nakano,ichika nakano,
mashu beast,mashu beast,
sucrosse,sucrosse,
bremerton qipao,bremerton qipao,
cipher,cipher,
ishtar dancer,ishtar dancer,
reina,reina,
secelia dote,secelia dote,
bremerton bikini,bremerton bikini,
hatsune miku jk,hatsune miku jk,
makoto,makoto,
miu iruma,miu iruma,
police bodysuit,police bodysuit,
power bath,power bath,
tatyana,tatyana,
ayanami christmas,ayanami christmas,
kato megumi lingerie,kato megumi lingerie,
kikyou kiryuu,kikyou kiryuu,
lancer,lancer,
medusa,medusa,
mikan,mikan,
noa ushio,noa ushio,
wooly,wooly,
chun-li bikini,chun-li bikini,
elizabeth bathory,elizabeth bathory,
hatate himekaidou,hatate himekaidou,
hoshi izumi,hoshi izumi,
k2,k2,
love bunny gal,love bunny gal,
maid mask,maid mask,
revy,revy,
b. jenet,b. jenet,
echidna,echidna,
elvira,elvira,
eula lawrence cowboy,eula lawrence cowboy,
gawr gura bikini,gawr gura bikini,
jk shibari,jk shibari,
kafka bunny,kafka bunny,
kanna ogata,kanna ogata,
mashu various,mashu various,
takao bunny,takao bunny,
xiangling,xiangling,
c91 omake,c91 omake,
eevee,eevee,
ichinose asuna white,ichinose asuna white,
kairi,kairi,
millennium jackpot,millennium jackpot,
shinobu kuki,shinobu kuki,
shiranui mai black,shiranui mai black,
yanagi,yanagi,
bunny maid,bunny maid,
ino yamanaka,ino yamanaka,
richelieu swimsuit,richelieu swimsuit,
rita rossweisse,rita rossweisse,
sheep,sheep,
skadi,skadi,
stalker in the dark,stalker in the dark,
tia halibel,tia halibel,
yanqing,yanqing,
charm to cover,charm to cover,
hatsune miku tape,hatsune miku tape,
kristal,kristal,
nurse office,nurse office,
pennywise,pennywise,
phoebe,phoebe,
saber lily,saber lily,
shameimaru aya,shameimaru aya,
teemo,teemo,
yell,yell,
yukong,yukong,
candy,candy,
chocola lingerie,chocola lingerie,
galko,galko,
griffith,griffith,
saber alter maid,saber alter maid,
sora kasugano neko,sora kasugano neko,
bismarck,bismarck,
c98 omake,c98 omake,
fiona,fiona,
illyasviel von einzbern lingerie,illyasviel von einzbern lingerie,
miku hatsune rq,miku hatsune rq,
naru narusegawa,naru narusegawa,
pecorine,pecorine,
shorekeeper,shorekeeper,
tokoyami towa,tokoyami towa,
uzuki shimamura,uzuki shimamura,
vanilla lingerie,vanilla lingerie,
yumemizuki mizuki,yumemizuki mizuki,
yuriko-sama,yuriko-sama,
bache,bache,
formidable bikini,formidable bikini,
ganyu bikini,ganyu bikini,
heroine x,heroine x,
ilulu,ilulu,
lanturia beast,lanturia beast,
marin kitagawa rq,marin kitagawa rq,
mirabel garlick,mirabel garlick,
neko swimsuit,neko swimsuit,
nezuko kamado bunny,nezuko kamado bunny,
nikumi,nikumi,
pakhet,pakhet,
shantae,shantae,
wendy,wendy,
atomic heart,atomic heart,
hamakaze omake,hamakaze omake,
rouge the bat,rouge the bat,
alice bunny,alice bunny,
chucky,chucky,
clay,clay,
eyjafjalla,eyjafjalla,
jk yuri,jk yuri,
kashino maid,kashino maid,
mavis dracula bunny,mavis dracula bunny,
nagisa,nagisa,
raiden shogun maid,raiden shogun maid,
rose quartz,rose quartz,
shielder bikini,shielder bikini,
tamamo vitch,tamamo vitch,
2b succubus,2b succubus,
bike,bike,
felicia,felicia,
fourth sister,fourth sister,
garter,garter,
gwen stacy jk,gwen stacy jk,
marie kanker,marie kanker,
nami beach,nami beach,
schooler,schooler,
asuka langley sohryu,asuka langley sohryu,
cruella de vil,cruella de vil,
daphne,daphne,
ganyu bride,ganyu bride,
kasugano sora bunny,kasugano sora bunny,
kokkoro swimsuit,kokkoro swimsuit,
lucky chloe,lucky chloe,
momo yaoyorozu,momo yaoyorozu,
murasaki shikibu,murasaki shikibu,
rita rossweisse bikini,rita rossweisse bikini,
scathach bikini,scathach bikini,
slash,slash,
tiger & bunny,tiger & bunny,
bunny christmas,bunny christmas,
it's only kiss baby,it's only kiss baby,
kawakaze,kawakaze,
latex bunny,latex bunny,
princess kaguya,princess kaguya,
reindeer,reindeer,
ulrich von hutten,ulrich von hutten,
yoruichi,yoruichi,
jackal,jackal,
juri han pajama,juri han pajama,
lady deadpool,lady deadpool,
